id,commentText,Labels,Encoded
UgzbpwMwy1GpIvC_awp4AaABAg,"Hi Kavita, would ask you if you do not have chole masala then what we can add?",7,1
UgznAHQ7zfEYrn9v4m94AaABAg,Your child is naughty,6,1
UgzS_CPvEUFdSbYmdvp4AaABAg,Thank you so much,1,0
UgyXNlWabECP6EYyT-J4AaABAg,I don't have chole masala,6,1
Ugyh-LLLM-A8N7NvIiN4AaABAg,thank you kabithaji for your recepie,1,0
Ugz891oVgTz2IdDlxgp4AaABAg,"Tried this today, glad it turned out well. Thank you ma'am!",1,0
UgwrXN1oPMN6yLimUgR4AaABAg,I have non-citi cooker .how many minutes I can cook?,7,1
UgwslKdJSCVhikQyGK54AaABAg,Nice recipe mam,2,0
Ugy24YZBY_4ebvuYjGx4AaABAg,ye to maine bahut baar bana ya hai madam thanx,1,0
Ugy-RVvnQCFhHe75G754AaABAg,u r fantastic maam..😊😊,4,0
UgyOqQy7m7SFUMhfWVR4AaABAg,Nice work.,4,0
Ugx_JgAvt7AVhYTRGJ54AaABAg,Kabita you did not use the tomato paste,6,1
Ugyf65ti3E73PIexHN54AaABAg,"Hi Kavita, Thank You for this recipe. Using your recipe made the chole come out very well!!",1,0
UgxGpdWB0Z3IW78kl0V4AaABAg,Nice,3,0
Ugzi3A530tzZTYwhdZl4AaABAg,tnx for this recipe,1,0
UgzvZLZMn2CJgCkFmet4AaABAg,Ur recipe is perfect!!!! I tried it out yesterday and it was delicious!!! Thank you so much mam for sharing such mouth watering recipe!!!😍,5,1
Ugxfce6GMGEW4o-Ach54AaABAg,Can we use ginger garlic paste? Instead of garlic cloves and ginger?,7,1
UgwsXuzKMUA96ENolnN4AaABAg,Nice,3,0
Ugz2hucOsCnSa9u6wAR4AaABAg,Very nice chole recipe kabita ji..,2,0
Ugwx6cxH0HmUGlDzMCt4AaABAg,Can we add a small amount of sugar?,7,1
UgzBlGrzraxBPg3uvWB4AaABAg,Very tasty recepi....mam maine v banaya h...thnx,5,1
UgzvrQrgafW-Qq4jvVB4AaABAg,Nice didi bahut testi bana hai,5,1
UgxChZ9jUhCUoXHK4PJ4AaABAg,You are very cute .Your recepie is very good and i just pray to god that you will be a famous cooker of india,4,0
UgxPFjgATm2AfYcXXeV4AaABAg,Iam going to try this today evening 😋,6,1
Ugwzl-q0eQju41Z-ifl4AaABAg,Thanks a lot Ma'am 🙏,1,0
Ugx7LSmyNoriJjhgufR4AaABAg,So good mem,3,0
UgwF8U0chCuh_yxMb-Z4AaABAg,Madam mein chhole banati hu tab wo jaldi galtr Kyu nai.kuch tips bataye,7,1
UgxCqZe-WscALxapiA14AaABAg,Mam plz fan se baat krti h live bta de ek baar reply kr ke plz mam phir dobara main ye comment main nhi bolungi,6,1
UgyomRwJbUeKo2Tli1d4AaABAg,Apke peeche apka son h kya mam so cute,6,1
UgymjaEk3q4yKgGluTl4AaABAg,Nice cooking method,4,0
UgyWrfQe-v6aDa-Elkd4AaABAg,"Really yeh dish bahut easy h.
Thanks mam",5,1
UgymEvRVlV1jk_zTRdB4AaABAg,Wow,3,0
Ugwpo3DnMJIwmxKRiEp4AaABAg,"Thank you, turned out well.",1,0
UgzffjrnGn0hYH_1Jjl4AaABAg,Your son is naught,6,1
UgwZ0QiD4GMVBgxCK0h4AaABAg,santosh,6,1
UgylKO4zD2a3WaTFHop4AaABAg,maim apka video mai sbse jada dekhti hu.. apke bnane ka trik bht psand h,4,0
UgyYnHiIGtBPg35DCX14AaABAg,Thanks kabita mam.. ,4,0
Ugx7apdEP2l-k0ydFOR4AaABAg,mem maine aaj bnaya tha sach mein bhut achha bna tha mujhe khana bnana nhi aata mem bt apki recipe ne hume sikha diya apko jitna thanku bolu kam hai mem thanku. .......so muchhh thanku,1,0
UgxIsCq-ZJrdJ-Wqs2N4AaABAg,you are my favrate mem,4,0
Ugw8z8HX8KxTytZELRd4AaABAg,Awesome recipe :) Tried it n liked it,2,0
UgwkvLmRgYKAibACp3R4AaABAg,nice recipe,2,0
Ugy7BFviLFn0alW5wIJ4AaABAg,Thanx  l am going to cook first time.,1,0
Ugy4fKdFtXi3w80s6E94AaABAg,"Superb recipe mam 
Thanks for this grt chhola recipe.😍😍",5,1
UgzWARx8vGOfY1LHxD54AaABAg,Thanks,1,0
Ugx-bG8ZadEmU4h39C54AaABAg,Wow mouth watering recipe...Can we use pavbaji masala powder instead of chole one,7,1
UgxzbiaZ2fMjGcDZBg94AaABAg,how many grams chole is needed for 1 serving and also quantity of water,7,1
UgzPot0A_5rDAQbftTJ4AaABAg,Thank you so much.. My husband is Indian and I didn't know how to cook.. I have learned a lot of because of you.. :D,1,0
UgyJen9rbzUmFttVSxN4AaABAg,Thanks...so yummy😋,5,1
Ugz023Tax_JnFMZHy9J4AaABAg,Thanks,1,0
Ugw2k1yCau1ViZFUeyF4AaABAg,Super,3,0
Ugw0fzc-Z1_-5TjOuK94AaABAg,me aj try krungi,6,1
Ugz78-G06aEWJqNFhkZ4AaABAg,Kya mast ladka h re baba,6,1
UgyB8gCwUkOTFXHM4op4AaABAg,Lov u kavita g,6,1
Ugxy22MbalrkuQGkFnJ4AaABAg,Chola masala na ho to,7,1
UgxZB2tCR-C04_fln554AaABAg,Maam degi mirch aur kashmiri mirch me kya difference  hai . Color ke liye kon.sa use karw,7,1
UgyjbW49BMblfkdwwIJ4AaABAg,thanks. 😊,1,0
Ugw8kVUpXwi5HBaTFDR4AaABAg,super,3,0
UgyKTYaZuqEFFiYL8ch4AaABAg,Thanks mam,1,0
Ugyb8jo58inizAGuZ5l4AaABAg,Nice,3,0
UgyHW_kviVBwDG36VvR4AaABAg,Nice recipe👌👌👌👌👌👌,2,0
UgzGomtGf4mDzH4Oar94AaABAg,thank u.. Try karti hu mai. 😊,1,0
Ugx8nMGmpId2JUhLOFp4AaABAg,mam mere chole ka size chota hi rhta h aisa kyu,7,1
Ugxnc2eZ8hu8GgCIjy94AaABAg,mam i m a student n don't have grinder to mix onions.. can i do smthng else.??,7,1
UgwaW1nRb6sFH1g657h4AaABAg,Wow,3,0
UgyOQnwEP79qkmbNbBZ4AaABAg,humme kitna cup paani dalna hai agar chole already boiled krke rakhe hoo toh and kitne whisles?,7,1
UgyOvCfJa_gNCS_Gr4B4AaABAg,Good and healthy recipe 👌,2,0
Ugy0t8Rln9Hiz2sx42J4AaABAg,Hii kabita ji me apki sari recipe ko follow krti hu....lakin jb me chole bnati hu to usme tamatar ka kachaa teast rh jata hai....use door krne k lia me kya kru,7,1
Ugxxov32GJg0VTCZW-14AaABAg,nice,3,0
UgwSUKIiJfJitWsSLZR4AaABAg,Your recipie was sooo good nd tasty❤❤❤❤❤,2,0
Ugzjsn7f1F-nRGtjODZ4AaABAg,Your son so sweet,6,1
UgyT4Ey78zMusSNZO0l4AaABAg,Aunty Charan sparsh,6,1
Ugzk8IWdL7HA6ZQLl814AaABAg,Ur the best kavita di,4,0
UgwdbRWqYlrI-plAsZV4AaABAg,Agr chola masala na ho to?,7,1
Ugyz6CTsdQ_qe35OIF54AaABAg,Didi isme hum cream use kar sakte hai plz reply,7,1
UgzG79BF5jbuXMU7Lhd4AaABAg,hii mam maine ye recipe banai sab ko acha laga thank u 😙,1,0
Ugx3sAxfKCWYPR5gkTh4AaABAg,Superb,3,0
UgwDADX2kgdvwqetrXB4AaABAg,"what does ""cook it for 5 whistles"" mean?",7,1
UgyxKllCdzKVM6J4b6N4AaABAg,Mam agar chole masal a nhi h to,7,1
UgzLKdKcfFotOXRa-td4AaABAg,"Nice man, it's to testy",5,1
Ugx29OUfSyD0Hmd6VgR4AaABAg,Nice,3,0
UgwwIeCOKg7_pP58IUx4AaABAg,Your recipes are always best and tasty 😋😋,4,0
Ugww-3yvqpEvhQ6sjZB4AaABAg,Very nice mam,3,0
UgxcYPOen_zwORH5PYV4AaABAg,Kabita ji chole masala nahi hai to kya karna hai??,7,1
UgxVuM1moe-Rhx30sMF4AaABAg,thank u for ur help,1,0
UgzzdogfzN4b878ZLRR4AaABAg,your son is so cute,6,1
UgxblliM9w_uyGuwj6l4AaABAg,it is very tasty  and easy,2,0
UgwX8UOFxPy_JnrDBZB4AaABAg,I will try mam,6,1
Ugy5xxI4H5Mjt9ms0814AaABAg,Very nice,3,0
UgzESu5jePJ9XWxk4UF4AaABAg,Nice recipe,2,0
UgxaNpaArh1Em1eYZ3V4AaABAg,very yummilicious recepie thank you so much mam ☺️,5,1
UgwsLn1-BJdS1_IVHLd4AaABAg,Awsome recipe..tried it..awsome taste..,5,1
UgzuTJvq3NaE-0HSFwx4AaABAg,I memorized this recipe by watching it in a loop... tomorrow I have to prepare for lunch😊,6,1
UgwjGN8CTVuMN0PUeNh4AaABAg,Aap bahut achhe tarike se explain karthe hai. I really like it. Bahut badiya,4,0
Ugz6kHzdHTLYra_G4pt4AaABAg,Wow,3,0
UgyhUquV4uP2UNFDS1V4AaABAg,He looks just like you,6,1
UgzRCj5DyVuL3TxdAN54AaABAg,Looking so tasty 😋😋😋,2,0
Ugzg3dMYBhj1Tz9FyEB4AaABAg,As usual good hats off to u😋,4,0
Ugxpvkf52Th1jFV9fal4AaABAg,Nice ,3,0
UgwK1iZjc1dNKVsTkbJ4AaABAg,Nice,3,0
Ugy0nrZYieKTmPCtlvt4AaABAg,Your son is funny....... 😀😀😀😂,6,1
UgzLfr2Mh1-SfLTlFJZ4AaABAg,Wow choole my fav. Dish ❤❤😋😋 yummy...,2,0
UgxhwgV_iNbb6cOAkFd4AaABAg,"Mam thanks for this chole masala recipe.......
And 1 like for ur son also😀",1,0
Ugz49tkYjCHcJ42Bnml4AaABAg,Thank you mam for this recipe. Love you,1,0
Ugw4Q3dt-etc3KJ3JXt4AaABAg,Kya hm pyz Ko Bina paste kie daal skte h??,7,1
Ugxr0DOeTGWNGEGcQC54AaABAg,Nice. Mam,3,0
UgzvxKwO_S_c8jJQ_sF4AaABAg,💙💙💙 l liked this lm from eygept,6,1
Ugw0YGxZYvt8qEXSBgx4AaABAg,"Your son just alike u, so cute",6,1
UgxliAZia7iqL5qstNR4AaABAg,Chole respy with Spiderman mam bat mere pass Spiderman nahi hai..😂😂😂...love it chane,6,1
Ugzra_wG9SaPCQ6yBMJ4AaABAg,Cute kid ma'am,6,1
Ugz-HrPxCNhb1EfAmdN4AaABAg,Hi how many people can we serve with this recipe,7,1
UgyfdYgHgQXrB4p6o4p4AaABAg,Supar,3,0
Ugzv4L2yuzkHvd_jPiN4AaABAg,Thank you so much kabita di aaj mai chhole bhature bnayi hu bahut ache bani thanks a lot 😘😘😘,1,0
Ugx_-SwFAsodHJrlDl54AaABAg,"Kabita ji aapke saaree Videos 👌👌👌👌👌👌
🙏🙏👌👌🙏🙏",6,1
Ugxu6hG_PYgOAtln8K54AaABAg,Main choole me chat masala dala jata hai ya nhi,7,1
Ugw7hK7USnPq7vWIgl54AaABAg,Aapne to mujhe cook karna sikha diya thanku so so much mam😘,1,0
UgyH_NtjCWMS-qVnZqR4AaABAg,omg I tried to do it and i’m in love,6,1
UgwVJYpN5phkXXiXdSx4AaABAg,Lakin muze garam masala ni pasd hi to kyi karo,7,1
Ugw_G_HSQ1kXHw0OhYh4AaABAg,Wow,3,0
UgyDd-3H50mE8uDjkrR4AaABAg,good recepi,2,0
Ugy14L_X7OYSGL8c3Bl4AaABAg,Video with ur son is good,3,0
UgxR-Kjzn9s14_m5VH54AaABAg,Son is naughty,6,1
UgwIed2bEFepMhRBNn94AaABAg,Chole bhigona jaruri hai kya.....bena bhegoyea direct cooker mea paka saktea hai kya,7,1
Ugwx8rA17YzWF7ze5Px4AaABAg,Nice rcp,2,0
Ugy6kZUhBZYE77ncvK14AaABAg,Wow 👌,3,0
UgyaQedWMSt0gPUw5-V4AaABAg,superb taste,2,0
UgzDg_vIUKOjhgbcQmZ4AaABAg,hello ye Display piece kitney mein kharida,6,1
UgyrGvqQHsGtAK_r5IZ4AaABAg,awesome...,3,0
UgxLoyYOd95LaQd7Wyl4AaABAg,Mai kl bnaungi,6,1
UgxfuirgPD0oGmjUMdh4AaABAg,How much serving?,7,1
Ugz9XcJ93RqyhkHIliN4AaABAg,Super thanku,5,1
Ugzi_81F9qvZK0mZBqB4AaABAg,Nice,3,0
UgzAmizThLZg7RkE7th4AaABAg,Which brand chola masala is best ???,7,1
UgxK18rJmwFd9Cq-kKh4AaABAg,Nice recipe,2,0
UgyUFHATMVM-FIL_u4d4AaABAg,awesome got it tastey thanku,5,1
UgwNZJHOfiqCIVDf2Td4AaABAg,Recipe ka to pta nhi but your son is so sweet...give my hugs to him,6,1
Ugx-icXz68tvPsHBV9B4AaABAg,Can i add curd..???,7,1
Ugyx4Zy1AmwXgmXxRMx4AaABAg,tasty and yea me,2,0
UgwWrE_RA0CAo9UDRcB4AaABAg,Thank You kabitaji,1,0
Ugyp7w5HJRza9zEAPNF4AaABAg,good,3,0
Ugy0XeLWbulcBS_L8G54AaABAg,Mam today i will try your chole bless me,6,1
UgxP9hUfde5pbShKFoN4AaABAg,Mam I tried this recipe today it comes out very tasty.,2,0
Ugz6hJbx61gyGb0u3v14AaABAg,Thankyou kabita ji...,1,0
UgyK6tk1PgZASmc5xf54AaABAg,Hello,6,1
UgxScKWGYwK6OtBffWh4AaABAg,Agr cholay masala na ho tu ???,7,1
UgwtXZPvHe0yYeb24Xt4AaABAg,Very nice,3,0
Ugzmzzj0Pz_aZ0zImQR4AaABAg,Thank u so much Kabita mam..,1,0
UgyclQubdOmefRgM4n54AaABAg,Agr hm chahe to ready masale m boil chole b daal skte h kya,7,1
Ugxzw2pKbfMKER2fmZN4AaABAg,waoo,3,0
UgxdhmhGPE6hPNJYn1x4AaABAg,aapne cumin powder coriander powder or chole masala konse brand ka use Kia,7,1
UgznKe8J8tExdmCcsnR4AaABAg,very nice,3,0
UgxpiFgagPh3Ce0ZC754AaABAg,Onion k elavha banayenge toh keya iss ka test Fiki lage gaa????,7,1
Ugz56yFX3JXQgvOtoPt4AaABAg,Nice,3,0
UgzAT41PxmAF5Wwi5Ap4AaABAg,Just tell me for 20 people how much chole I must take as in 1 kg or one n half kg. Like wise other ingredients,7,1
UgyTx7YFAmEdXMWAWFF4AaABAg,"Thank you for tasty chole receipe. I made it today.  It turned out so yummy. We all liked it.  
Pl give fry bhendi receipe",5,1
Ugx0PVJTte58kxlZutt4AaABAg,Kiya may yea karai may kar Sakti hu,7,1
Ugzt9aOGgYLi2wMVGKd4AaABAg,Ur voice is amazing,4,0
Ugw-Db2wR0DY4OmEHCx4AaABAg,Why didn't you use asafoetida?,7,1
UgzKckTC-Sy1EtkD8r94AaABAg,Aj meri beti ne aaapki recipe banayi bot barhiya bani. Thank you kabita ji.,1,0
UgwD9nQT3BgJKPpRT9F4AaABAg,Cute baby,6,1
UgwzqjQGTQL-mhjtI3l4AaABAg,Yum,2,0
Ugw11KNcP9KWZADJSWx4AaABAg,Can we add garammasala in last with coriander leaves??,7,1
UgwZwS95KjI3TvgwZ6h4AaABAg,Hi kabita ji mai jarror try karungi,6,1
UgyAVmhvubKoBcvQTWp4AaABAg,Super,3,0
UgyZBCvIDA75Re1VgAh4AaABAg,Very tasty😘😘,2,0
UgxwfUvv9ubpnld7UYh4AaABAg,Kavita the thing is how much to take everything for 4 people chole,7,1
UgxquAJGPw1XwrIshut4AaABAg,Thanks kavita. it's really  too delicious such as restaurant  taste in it.,5,1
UgzTK9bmko_Dua2Ma8R4AaABAg,I made this. The gravy was delicious. Definitely better than restaurant one.,2,0
UgxItWlgCdwB9uNFoU14AaABAg,Aapki recipe bht achi h mam or aapke btane ka tarika usse bhi acha,4,0
Ugz29YWqoGaS6Ajvhbh4AaABAg,Thks,1,0
UgxaWVgEeSbMnGfdvt54AaABAg,Easy Recipe Di,2,0
Ugzfja8teJU2jPHTV194AaABAg,Vary vary nice,3,0
Ugxrd7sdQjVNYKfcGFF4AaABAg,Kabita kitchen all recipe is ousam ,4,0
Ugzmbu1Zp-TpwEtmwRJ4AaABAg,"Kabitha u r gr8 inspiration for cooking ☺️❤️
I use to share ur videos to my friends",4,0
UgwdgFiRBbHmja3wRzt4AaABAg,Nice,3,0
UgxR89v8R1odSi3EnOF4AaABAg,Thanks Didi,1,0
UgxXlZf62Ay1zj60O714AaABAg,"Hi, Kabita your recipe and method to cook is very easy that is the key of your success, could you share the recipe of chole masala thank you for sharing us this spicy chole.",5,1
Ugz8dwxAvrNhsPEA80d4AaABAg,mebhi tray krungi.👌,6,1
UgyVDnwSplDDjg4IzJd4AaABAg,Your son is so cute,6,1
UgyQMsVXCKRxnKK62Gt4AaABAg,Jeera bhunja h ya kaccha hi grind krna h,7,1
UgzGgc1dkfNr7meu_FF4AaABAg,"Awesome...
Thanks...",5,1
UgwL48xAHrLPBKc8vLR4AaABAg,"Kabita ek dum badiyaa bana mere gravy, thanks to ur recipe...I used all the masala as u mentioned by sauted onion and did not grind..thanks...u are blessing in our lives...god bless you, your son and daughter...",5,1
UgycsdmwFQEg6G0gGAt4AaABAg,If we don't have chole masala,7,1
UgwwIqUvRNZzAM39plp4AaABAg,Can we make this using finely diced tomatoes and onions?,7,1
Ugz1GbNcXxEyKUZ_48p4AaABAg,yummy,2,0
Ugw_aJSrydgLXWuGom94AaABAg,You always rocks ma'am,4,0
Ugydyi4YdYE-ViSJIHB4AaABAg,Very nice recipe😘😘😘,2,0
UgwGP5gp8PZVBKxaYZN4AaABAg,"Hi, I want to ask you, with what condiment can I replace the javitri?  Thank you",5,1
UgzIOTJYChbKCgAhgMZ4AaABAg,Nice,3,0
UgxM-iGK14aooaF6_r54AaABAg,Mne bnai mam...... Bhut testy bni..... Thankuu,5,1
UgyMGGm2t7Pp5qgUIad4AaABAg,super and quickly recipe sister👌👌👌👌👌👌,2,0
UgyiYYLaQGmVGbpRYqx4AaABAg,Hii kabita i tried ur recipie today n it was so yum..... thnx for the wonderful recipie 😊love from kuwait,5,1
UgzrHQYI-lEiMqceB2V4AaABAg,Kabita ji u are so cute,4,0
Ugx6cwjBOe0Ou2_RtRx4AaABAg,So great,4,0
UgxLVSE5HXCjEOAblH94AaABAg,Mam chole ubalne k baad unka chilka utarta h .....main chahti hun ki chilka bilkul bhi na utare plzz koi tip dijiye ki chole ubalte time chilka bilkul bhi na utre,7,1
UgycbdC8IUdfkw-SLPF4AaABAg,Thank you very much. 😊,1,0
Ugy6P2CAhti4-zda_hd4AaABAg,Very nice u prepared.,4,0
Ugzfv7WRiQdes8vEZTR4AaABAg,Kabitaji I love all your recipes. I loved the serving bowls of yours ,4,0
UgxLDPvFkELDJ81mSsF4AaABAg,I tried it ekdum yummy bane the..,2,0
Ugxl_0Cwx5idsexnw494AaABAg,you are genius dii . I am trying your recipes they are too simple and tasy....thanku di for your recipes,5,1
UgyOipbGY0lLAjEMaGB4AaABAg,1-2 min.cover  krne s sabji ghee chod degi ky,7,1
UgzpkpuvPBd9OC0VN694AaABAg,Iss chhole ko chaat k liye use kr skte hai???,7,1
Ugzrt1mpAWc2_sbdEVB4AaABAg,hiii mam apka bete bohut cute ...hai...,6,1
UgyEjRQjQLqO3aGhO9d4AaABAg,Your son is so naughty,6,1
UgyOJfhKmmuo9g6htGR4AaABAg,Awsum dish mam...thank yu,5,1
Ugz2PsAsJylV1W82uiZ4AaABAg,So tasty... Loved it..thank you ❤️❤️,5,1
UgwA9CG70JIb8dhhwDp4AaABAg,Hai mam today i tried and it came out really well..thank so much..😊😊😊.,1,0
UgzIFzO6ptuL41fsaKp4AaABAg,U look beautiful !!! N it's cooked perfectly..💗,4,0
UgyegPtPzKj848DEt6t4AaABAg,Your son is so cute,6,1
UgzuZGRjbeHgBmMkfux4AaABAg,Thank you so much ....,1,0
UgwkVTlU9Dae5EqFmVt4AaABAg,you r very cute God Bless whole family ,4,0
UgzlXZnPJqpUlDQfcyF4AaABAg,"Thank you Mam
Really very nice recipe.......",5,1
Ugz9HSmYhbnw0HUIjIp4AaABAg,Nice recipe di.... 👌me chole banati thi lekin pahle boil krti thi bahut time lgta tha banane me.... aap ki recipe se bahut hi jaldi aur bahut hi tasty bane the chole.... Soo yummy di😍...me aaj hi banayi thi Di...  sb ko pasand aaya mere husband ko to bahut jada Acha lga di.... thank you soo much di😚for sharing easy and tasty recipe 😍,5,1
Ugy3M2lUfDqiX-9AAoV4AaABAg,superb😊😊,3,0
UgyVE3PSGeuLeGNIUH14AaABAg,Your recipe is awsome,2,0
UgwbO6-vOAQgR3ctTit4AaABAg,Ur my Hero mam..😋🤗🤗,4,0
UgywyQ3zxhOSozeh_2N4AaABAg,How to make chola maslaa?,7,1
UgxZbo6ne5S8RAKnGdF4AaABAg,Your recipe is awesome,2,0
UgyBrr9cbwUQJSctTGB4AaABAg,Kya yeh chaat ki trha b use ho skti h agr ha to kese,7,1
UgwtPpciBrv8T8okfst4AaABAg,nyc recipe,2,0
Ugx-Y_EXiBYFa0r95jZ4AaABAg,Your recipe is osm and yummy......,2,0
UgxmgttThdJj6QDOpY14AaABAg,Thank you diii,1,0
UgxV82yAyKUBQQbtk9x4AaABAg,Nice,3,0
Ugw3bEFln3ZyF-QUl5x4AaABAg,ok dear,6,1
UgyFQRaCLB3lcsUcRDt4AaABAg,so tasty recipie ma aaj hi try krungi,2,0
UgwQQAcm3siwRoJ2IqB4AaABAg,Your recipe is so superb,2,0
UgwWQz-xdIGj-qy1u7J4AaABAg,Very tasty mam,2,0
UgwsmBoq9qC8QZY52Zl4AaABAg,Thank u soo much,1,0
Ugww-5vebKGY8VaO4JF4AaABAg,Nice video mam......☺️,3,0
UgyTzN1glrnk1HBCVDh4AaABAg,Very nice,3,0
Ugz64mM_QGxWOoKagLl4AaABAg,Please btaiye,6,1
UgyCntjglgwM4pwI-rJ4AaABAg,Tasty😍😋,2,0
UgxQ56PUSdgajeWbO8x4AaABAg,"Thank you Kabita Madam ! Main ek student hoon , aapke recipe's bahut asan aur swaadisht hain !",1,0
UgzBQaDm5Oq-CD_GzRZ4AaABAg,"can,i skip chola msala",7,1
UgzupJZPttDjb3ZkjX14AaABAg,can i make it in normal pot,7,1
UgyzAqCZbrRcTLAi1UZ4AaABAg,Ur son is so cute uski smile katni.achi ha mam,6,1
UgyIaqcSx5ejRKCaBCV4AaABAg,superb,3,0
UgwzNptXN3iDEbCjs3N4AaABAg,Wow aap ka beta bahut hi  cute h,6,1
Ugzw38_EEXymivxpTdN4AaABAg,Nice  cooking,4,0
Ugz5hp4-uPkLVMW-ox54AaABAg,Hi,6,1
UgwPk5uQA7827kB9pzZ4AaABAg,apkaa beta bhot cuteeee h😘😘😘😘😘😘,6,1
UgyBqb0SvE4lx5YfGZ14AaABAg,Please btaye,6,1
UgzhU8nsyeEz_PbJv3N4AaABAg,Madam aap k peechy aap k gass stew k uper.  ...AC ....hai kya.,6,1
UgxAbjz_cuwF72Xs4MF4AaABAg,"Wow,,,tasty",5,1
UgzBNMtpyfgaKwiQ6b14AaABAg,You are great and your dishes are also good..  😍😍😍😍,4,0
UgzRaQgrzOLREZZbDyN4AaABAg,Very testy,2,0
Ugziuh6emJELBrAeeF94AaABAg,Aap ka beta bahut hi cute hai di,6,1
UgwcFoPccKX7FTf8C6p4AaABAg,Thank you Kabita ji. Chole bohot tasty ban gaye hain. Pehli baar kuch naye tarike se banayi. Aur ziyada time bhi nahin laga. 🌹🌹🌹,5,1
UgwgNX3dnWIa3VeDNj14AaABAg,mummy ki yaad ajata hai..aap ka recepie KO dekh ke,6,1
UgwKcL5tRdBq_i4a_xZ4AaABAg,I tried this recipe. It was very tasty. My family and frnds liked this dish.thanks for this yummy dish😇😇😇😘😘😘,5,1
Ugy9xw1FFM7qvDHbc-l4AaABAg,Good cooking,4,0
UgwTChiRIwmZ_yOM6VN4AaABAg,Aj mein phir sa chola bnana ja rhi ho ...Bht tasty hai,2,0
UgzCn71OoVpV7nDwzTh4AaABAg,So testy,2,0
UgzLTkliXsCNmI8z7Gp4AaABAg,Nice mam ,3,0
Ugx3T0-iKYy5nXtQOZB4AaABAg,Yummyyyyyyyyy,2,0
Ugz0kq_TqGNXlxfAi8B4AaABAg,Mam maine aaj ye recipe pehli bar banayi bahot bahot acchi Bani Maine isame sirf paneer add Kiya .thank u,1,0
Ugwa2pLxB9_miatmDSR4AaABAg,this vido I watch it I also make it.. Thanking you,1,0
UgyKL6-Y9pySwTd0iz94AaABAg,nice kabita ji...,3,0
UgyRZMYMXj6DC6BrJ8V4AaABAg,Nice recipe,2,0
UgwDmHB5w0UXZivkzjB4AaABAg,very nice vidieo,3,0
UgyxDjK_PK-dXtZce2F4AaABAg,your cooking is the best and you r my favourite☺,4,0
UgwcTl5g4luXvb9L7lV4AaABAg,I will try...,6,1
UgzM_hy0jj76VVySOs54AaABAg,Sorry,6,1
UgzaJnh8zl2bcZqwVx94AaABAg,very  testy mam,2,0
UgxKtImc37jLJ99Zd4B4AaABAg,Mem you are so pretty ,4,0
Ugw4q_qmLrH2D5aGD5x4AaABAg,Naughty boy huhh! 😁😍,6,1
UgxIvBWzvIveaA5uXsB4AaABAg,nice video,3,0
UgzM2F_ApwUQjI9MUyh4AaABAg,Thankyou maam,1,0
Ugwkatnr1tHx7yzYU2h4AaABAg,Ye bchaa mere bete ki tarah badmasi kar raha hai so sweet Hart boy,6,1
UgyxE4w2pwGpcWHtxY14AaABAg,Apne namak nhi dala,6,1
UgxtuJ5Cw9C-s_T1GhZ4AaABAg,Nice,3,0
UgzkcUeQ4dqrZPbr2rx4AaABAg,Nice,3,0
Ugyv1hVM54ZU1ItAxPd4AaABAg,Kamal ki awaj hai aap ki,4,0
UgzchF2_6oz1_kA3h8R4AaABAg,The video is so cute.❤ I started it with awww.😂,3,0
UgzWKAnMijyJ6dgSZAJ4AaABAg,nice,3,0
Ugwz18vHr4nDQOSHAbl4AaABAg,nice,3,0
UgzEqrAa_UwPbR7gv6l4AaABAg,M gonna try it this way today..😀,6,1
UgzvkhXYIzxB3h4YXMN4AaABAg,Thank you for the recipe.. I will prepare it today👍�,1,0
Ugzxi7SE1wuNz2RWJYd4AaABAg,good kabita ji,3,0
Ugynw9BDnZkHVmaEAoh4AaABAg,Pls short,6,1
UgwuW2ehs_avAIwf2GV4AaABAg,You'r receipee always super,4,0
UgwfAQHtM37tsB5uCxF4AaABAg,thanks.,1,0
UgxTGbgzvTpZAAt4nRt4AaABAg,Nice,3,0
Ugzjsci2Qy9wbD1xryN4AaABAg,"Nice video, thanks , love u",5,1
Ugy1RpU5__-YENGXySd4AaABAg,Nice dish,2,0
UgzwMYYplVh3pua3KBF4AaABAg,"Wow Nice...
Khafi Achi Or Easy Recipe Hai
Best Of Luck Kabita Di...",5,1
Ugy9tP0k_4iGne91qMF4AaABAg,So tasty  .,2,0
UgwiXwxyTqBddStWHZF4AaABAg,Nyc,3,0
UgzfUTECmYJJixA6g3d4AaABAg,Kabita aunty ur recipe s are awsm!!!,4,0
Ugz7OLXDlCd18Gw_GcF4AaABAg,R u non vegetarian or vegetarian,6,1
UgwQJbqFAx0pRHE9aYF4AaABAg,"Thank you  mam ......
It is awesome...
Very tasty..",5,1
UgxfiICpmfCOGGf01C14AaABAg,Awesome recipy,2,0
UgyRtpSE7xu0atZn-R94AaABAg,Your instructions are perfect Kabita... 😊👍🏻,4,0
UgwYH_tkj6T6JS8Wj914AaABAg,awsm,3,0
UgyAjvlAOhkqCOeQV5d4AaABAg,Nice ayan,3,0
Ugw4tYE9_-Q084TEDEp4AaABAg,"very simple n awesome recipe Kabita ji,today's breakfast chole masala n poori.tqu dear",5,1
UgyxIvmGknwjJHWN4Ph4AaABAg,Mam aap to cooking master hai���😋😋😋😋,4,0
UgzVGYgi3cdJyVorDsd4AaABAg,Your way of explaining is awesome.I tried some of your recipes and it was delicious.Thanks for making cooking easy.,5,1
